,dt,Open,High,Low,Close,Volume,fast_sma,slow_sma,Lstoch,Hstoch,%K,%D,rolling_mean,boll_high,boll_low,PP,R1,R2,R3,S1,S2,S3
0,2016-06-08T21:00:00.000000000Z,0.70053,0.71478,0.70016,0.7105600000000001,43734,,,,,,,,,,0.7085,0.71684,0.72312,0.73774,0.7022200000000001,0.69388,0.6792600000000001
1,2016-06-09T21:00:00.000000000Z,0.71035,0.7123,0.70404,0.7053,28029,,,,,,,,,,0.7072133333333334,0.7103866666666667,0.7154733333333334,0.7237333333333335,0.7021266666666667,0.6989533333333333,0.6906933333333333
2,2016-06-12T21:00:00.000000000Z,0.70524,0.70818,0.70315,0.70612,27507,,,,,,,,,,0.7058166666666666,0.7084833333333332,0.7108466666666666,0.7158766666666666,0.7034533333333333,0.7007866666666667,0.6957566666666667
3,2016-06-13T21:00:00.000000000Z,0.70622,0.70624,0.69924,0.6993199999999999,27835,,,,,,,,,,0.7016,0.70396,0.7086,0.7156,0.69696,0.6946,0.6876
4,2016-06-14T21:00:00.000000000Z,0.69931,0.70722,0.6963600000000001,0.70339,35316,,,,,,,0.704938,0.7069857621932245,0.7028902378067754,0.7023233333333333,0.7082866666666665,0.7131833333333332,0.724043333333333,0.6974266666666666,0.6914633333333334,0.6806033333333336
5,2016-06-15T21:00:00.000000000Z,0.70339,0.7094,0.6969,0.70432,43124,0.704835,,0.6963600000000001,0.71478,43.21389793702447,,0.7036899999999999,0.7050147830010985,0.7023652169989013,0.7035399999999999,0.7101799999999999,0.71604,0.7285400000000001,0.6976799999999999,0.6910399999999999,0.6785399999999998
6,2016-06-16T21:00:00.000000000Z,0.70458,0.70724,0.7033,0.70575,28377,0.7040333333333333,,0.6963600000000001,0.7123,58.90840652446629,,0.7037799999999999,0.70514225456505,0.7024177454349497,0.7054300000000001,0.7075600000000002,0.7093700000000001,0.71331,0.7036200000000002,0.7014900000000002,0.6975500000000002
7,2016-06-19T21:00:00.000000000Z,0.70723,0.71306,0.70508,0.71191,27781,0.7051349999999998,,0.6963600000000001,0.71306,93.11377245508989,65.07869230552689,0.7049380000000001,0.7072239390849278,0.7026520609150724,0.7100166666666667,0.7149533333333334,0.7179966666666667,0.7259766666666667,0.7069733333333335,0.7020366666666668,0.6940566666666668
8,2016-06-20T21:00:00.000000000Z,0.71205,0.71692,0.71027,0.71232,25117,0.7061683333333332,,0.6963600000000001,0.71692,77.62645914396855,76.5495460411749,0.7075379999999999,0.7096701978097727,0.7054058021902271,0.71317,0.71607,0.71982,0.7264700000000001,0.7094199999999999,0.7065199999999999,0.6998699999999999
9,2016-06-21T21:00:00.000000000Z,0.71236,0.71885,0.71205,0.71642,25043,0.7090183333333332,0.7075410000000001,0.6963600000000001,0.71885,89.19519786571786,86.64514315492545,0.710144,0.7126498446679712,0.7076381553320288,0.7157733333333333,0.7194966666666666,0.7225733333333333,0.7293733333333333,0.7126966666666665,0.7089733333333332,0.7021733333333332
