,Unnamed: 0,Open,High,Low,Close,Volume,fast_sma,slow_sma,Lstoch,Hstoch,%K,%D,rolling_mean,boll_high,boll_low,PP,R1,R2,R3,S1,S2,S3
24,24,79.743,80.002,78.857,79.482,51948,77.3961666666667,77.1379,74.554,80.35,85.02415458937205,89.91109753476114,77.63700000000001,78.62484285187475,76.64915714812528,79.44699999999997,80.03699999999998,80.59199999999998,81.73699999999998,78.89199999999998,78.30199999999998,77.157
25,25,79.434,80.99,78.96600000000002,80.39,56576,78.09583333333336,77.4889,75.05199999999998,80.99,89.8955877399799,88.48831530601122,78.63980000000002,79.54299518931406,77.73660481068599,80.11533333333334,81.26466666666667,82.13933333333333,84.16333333333331,79.24066666666668,78.09133333333334,76.06733333333338
26,26,80.39699999999999,81.51100000000002,79.175,79.437,58149,78.7726666666667,77.7442,75.05199999999998,81.51100000000002,67.88976621768064,80.93650284901081,79.30740000000002,79.8666181595764,78.74818184042363,80.041,80.907,82.37700000000002,84.71300000000002,78.57099999999998,77.70499999999998,75.36899999999997
27,27,80.05,80.783,79.764,80.578,36968,79.51916666666669,78.0706,75.944,81.51100000000002,83.24052451948974,80.34195949238338,79.93780000000002,80.19896766645206,79.67663233354799,80.375,80.986,81.39399999999999,82.41300000000003,79.967,79.35600000000001,78.33699999999997
28,28,80.58800000000001,80.601,79.344,79.634,41580,79.88716666666669,78.44160000000002,77.222,81.51100000000002,56.236885054791266,69.12239193065385,79.90420000000003,80.1734054048492,79.63499459515086,79.85966666666667,80.37533333333334,81.11666666666667,82.3736666666667,79.11833333333334,78.60266666666666,77.34566666666666
29,29,79.648,80.07300000000002,79.27199999999998,79.921,33102,79.90700000000002,78.81450000000002,78.857,81.51100000000002,40.09042954031661,59.8559463715325,79.99200000000003,80.23477432936788,79.74922567063219,79.75533333333334,80.23866666666669,80.55633333333336,81.35733333333337,79.43766666666667,78.95433333333331,78.15333333333331
30,30,79.86,80.46,79.056,79.30199999999998,52994,79.87700000000002,79.20710000000003,78.96600000000002,81.51100000000002,13.20235756385006,36.50989071965261,79.77440000000004,80.02737939639431,79.52142060360579,79.60600000000001,80.15599999999998,81.00999999999998,82.41399999999999,78.752,78.202,76.798
31,31,79.33800000000001,79.641,78.91199999999998,79.205,34556,79.67950000000003,79.51770000000002,78.91199999999998,81.51100000000002,11.273566756444955,21.52211795353717,79.72800000000005,80.00454000614744,79.45145999385264,79.25266666666666,79.5933333333333,79.98166666666667,80.71066666666668,78.8643333333333,78.52366666666664,77.79466666666663
32,32,79.209,79.722,78.962,79.036,26324,79.6126666666667,79.67870000000002,78.91199999999998,80.783,6.627471940139435,10.36779875347811,79.41960000000003,79.59715302025033,79.24204697974973,79.24,79.51799999999999,79.99999999999999,80.75999999999998,78.758,78.48,77.72000000000001
33,33,79.032,79.14,78.158,78.502,38158,79.2666666666667,79.54870000000003,78.158,80.601,14.081047891935912,10.660695529506727,79.19320000000003,79.44865777537593,78.93774222462413,78.60000000000002,79.04200000000002,79.58200000000002,80.56400000000002,78.06000000000002,77.61800000000002,76.63600000000002
34,34,78.524,79.577,78.51,78.952,61070,79.15300000000003,79.49570000000001,78.158,80.46,34.49174630755862,18.40008871321129,78.99940000000005,79.15448691111764,78.84431308888243,79.01299999999998,79.51599999999998,80.07999999999998,81.14699999999998,78.44899999999998,77.946,76.87899999999999
35,35,78.954,79.154,78.612,78.98899999999998,32127,78.99766666666672,79.35560000000002,78.158,80.46,36.0990443092959,28.22394616959677,78.93680000000003,79.06760969000808,78.80599030999198,78.91833333333334,79.22466666666669,79.46033333333334,80.00233333333334,78.68266666666669,78.37633333333333,77.83433333333333
36,36,78.986,79.505,77.5,77.587,79215,78.71183333333339,79.17060000000002,77.5,79.722,3.9153915391540735,24.83539405200283,78.61320000000003,78.91940895643339,78.30699104356668,78.19733333333333,78.89466666666667,80.20233333333333,82.20733333333331,76.88966666666667,76.19233333333334,74.18733333333334
37,37,77.735,78.189,77.067,77.16,29604,78.37100000000005,78.82880000000002,77.067,79.722,3.5028248587571933,14.505753569069023,78.23800000000004,78.6510207319252,77.82497926807487,77.472,77.877,78.594,79.71600000000001,76.755,76.35,75.22800000000001
38,38,77.154,77.47399999999998,76.502,76.773,43523,77.99383333333338,78.54270000000002,76.502,79.577,8.813008130081318,5.410408175997496,77.89220000000003,78.40503640178912,77.37936359821093,76.91633333333333,77.33066666666666,77.8883333333333,78.86033333333332,76.35866666666666,75.94433333333333,74.97233333333334
39,39,76.794,77.086,76.51100000000002,76.82600000000002,32633,77.71450000000003,78.23320000000002,76.502,79.577,10.536585365854046,7.617472784897487,77.46700000000004,77.92236043416182,77.01163956583827,76.80766666666666,77.10433333333332,77.38266666666667,77.95766666666664,76.52933333333333,76.23266666666667,75.65766666666669
40,40,76.817,77.354,76.77199999999998,77.21,29691,77.4241666666667,78.02400000000002,76.502,79.505,23.576423576423522,14.308672357452927,77.11120000000005,77.27594351277064,76.94645648722943,77.11199999999998,77.45199999999997,77.69399999999997,78.27600000000001,76.86999999999995,76.52999999999997,75.94799999999995
41,41,77.214,77.675,77.138,77.57600000000002,26698,77.18866666666669,77.86110000000002,76.502,79.505,35.764235764236176,23.292414902171217,77.10900000000005,77.27176440028462,76.94623559971548,77.46300000000002,77.78800000000003,78.0,78.53699999999998,77.25100000000002,76.92600000000002,76.38900000000002
42,42,77.712,78.678,77.51,78.382,20541,77.32116666666668,77.79570000000002,76.502,78.678,86.39705882352978,48.579239388063115,77.35340000000005,77.68347074999163,77.02332925000847,78.19,78.86999999999998,79.35799999999998,80.52599999999998,77.702,77.02199999999999,75.85400000000001
43,43,78.352,78.495,78.02,78.17,19549,77.48950000000002,77.76250000000002,76.502,78.678,76.65441176470611,66.27190211749064,77.63280000000006,77.95710664501371,77.30849335498642,78.22833333333334,78.4366666666667,78.70333333333333,79.17833333333336,77.96166666666667,77.75333333333333,77.27833333333331
44,44,78.165,78.376,77.846,78.018,29784,77.69700000000002,77.66910000000001,76.51100000000002,78.678,69.54314720812181,77.53153926545255,77.87120000000007,78.10785333295782,77.63454666704233,78.08,78.314,78.61,79.14,77.78399999999998,77.55,77.02
45,45,78.01100000000001,78.628,77.869,78.50399999999998,22924,77.97666666666669,77.62060000000002,76.77199999999998,78.678,90.87093389296923,79.02283095526569,78.13000000000008,78.31104557437297,77.94895442562718,78.33366666666667,78.79833333333335,79.09266666666667,79.85166666666667,78.03933333333335,77.57466666666667,76.81566666666667
46,46,78.492,78.55,77.33800000000002,77.506,27615,78.02600000000002,77.61250000000003,77.138,78.678,23.896103896103696,61.43672833239822,78.11600000000007,78.31060215826152,77.92139784173862,77.798,78.258,79.00999999999998,80.22199999999998,77.046,76.58600000000001,75.37400000000002
47,47,77.486,77.81,77.38,77.702,20164,78.04700000000003,77.66670000000002,77.33800000000002,78.678,27.164179104477093,47.3104056311833,77.98000000000008,78.17590814174005,77.7840918582601,77.63066666666667,77.88133333333334,78.06066666666669,78.49066666666668,77.45133333333334,77.20066666666666,76.77066666666666
48,48,77.704,77.781,77.03399999999998,77.184,36425,77.84733333333334,77.7078,77.03399999999998,78.628,9.410288582183494,20.156857194254712,77.78280000000008,78.03493547945509,77.53066452054506,77.333,77.632,78.08000000000001,78.82700000000003,76.88499999999998,76.58599999999998,75.83899999999997
49,49,77.192,77.567,76.298,76.768,34507,77.61366666666667,77.70200000000001,76.298,78.628,20.171673819742452,18.915380502134298,77.53280000000007,77.85675570684901,77.20884429315112,76.87766666666667,77.45733333333334,78.14666666666666,79.41566666666667,76.18833333333335,75.60866666666669,74.33966666666669
50,50,76.76100000000001,77.282,76.334,76.77600000000002,37589,77.4066666666667,77.6586,76.298,78.628,20.51502145922785,16.69899462038455,77.18720000000008,77.39807271042038,76.9763272895798,76.79733333333333,77.26066666666667,77.7453333333333,78.69333333333331,76.31266666666666,75.84933333333333,74.90133333333334
51,51,76.78,76.968,76.071,76.432,27669,77.06133333333334,77.5442,76.071,78.55,14.562323517547574,18.416339598839247,76.97240000000008,77.21600254514277,76.72879745485739,76.49033333333334,76.9096666666667,77.38733333333334,78.28433333333334,76.01266666666669,75.59333333333333,74.69633333333333
52,52,76.631,76.77600000000002,76.35300000000002,76.508,28200,76.89500000000002,77.35679999999998,76.071,77.81,25.12938470385259,20.068909893542624,76.73360000000008,76.88101506028903,76.58618493971112,76.54566666666666,76.73833333333332,76.96866666666666,77.39166666666667,76.31533333333331,76.12266666666666,75.69966666666666
53,53,76.484,76.68,76.288,76.336,26816,76.66733333333336,77.1734,76.071,77.781,15.497076023391775,18.396261414930603,76.56400000000008,76.6637196068986,76.46428039310156,76.43466666666667,76.58133333333333,76.82666666666668,77.21866666666669,76.18933333333334,76.04266666666666,75.65066666666667
54,54,76.34,76.63,76.108,76.476,23786,76.54933333333338,77.0192,76.071,77.567,27.07219251336915,22.566217746871125,76.50560000000007,76.58782651640443,76.42337348359571,76.40466666666667,76.70133333333334,76.92666666666666,77.44866666666665,76.17933333333335,75.8826666666667,75.36066666666669
55,55,76.472,76.723,76.422,76.58,19357,76.51800000000003,76.8268,76.071,77.282,42.03137902559876,28.20021585411985,76.46640000000006,76.51175636669753,76.42104363330259,76.57499999999997,76.72799999999998,76.87599999999998,77.17699999999998,76.42699999999998,76.27399999999999,75.97299999999998
56,56,76.59,77.2,76.56,77.013,36280,76.55750000000003,76.7775,76.071,77.2,83.43666961913226,50.8467470527,76.58260000000007,76.71080666909336,76.45439333090678,76.92433333333334,77.28866666666667,77.56433333333334,78.20433333333334,76.64866666666667,76.28433333333334,75.64433333333334
57,57,77.171,77.402,76.702,77.142,25098,76.67583333333336,76.72150000000002,76.108,77.402,79.90726429675382,68.45843764716157,76.70940000000007,76.88439342844809,76.53440657155205,77.082,77.46199999999997,77.782,78.482,76.76199999999999,76.38199999999998,75.68199999999999
58,58,77.152,77.46600000000002,77.08800000000002,77.324,24203,76.81183333333334,76.73550000000002,76.108,77.46600000000002,89.54344624447646,84.29579338678747,76.90700000000007,77.08952397102853,76.72447602897161,77.29266666666669,77.49733333333334,77.67066666666669,78.04866666666669,77.11933333333334,76.91466666666669,76.53666666666669
59,59,77.334,77.803,77.332,77.75,25667,77.04750000000001,76.83370000000002,76.108,77.803,96.87315634218305,88.77462229447106,77.16180000000007,77.37588421240258,76.94771578759756,77.62833333333333,77.92466666666667,78.09933333333333,78.57033333333334,77.45366666666666,77.15733333333333,76.68633333333331
60,60,77.76,78.202,77.491,77.956,28460,77.29416666666668,76.95170000000002,76.422,78.202,86.17977528089916,90.86545928918619,77.43700000000008,77.63807523467608,77.2359247653241,77.883,78.27499999999998,78.594,79.30499999999998,77.564,77.172,76.461
61,61,77.968,78.792,77.868,78.699,36195,77.64733333333334,77.17840000000002,76.56,78.792,95.83333333333314,92.96208831880509,77.77420000000009,78.0794917457123,77.46890825428787,78.45299999999997,79.03799999999998,79.377,80.301,78.11399999999998,77.52899999999998,76.60499999999998
62,62,78.795,78.898,78.286,78.428,22568,77.88316666666668,77.3704,76.702,78.898,78.59744990892536,86.87018617438585,78.03140000000009,78.30391917363751,77.75888082636268,78.53733333333334,78.78866666666667,79.14933333333333,79.76133333333333,78.17666666666669,77.92533333333334,77.31333333333335
63,63,78.432,79.132,78.312,78.422,30536,78.09650000000002,77.57900000000002,77.08800000000002,79.132,65.26418786692713,79.89832370306185,78.25100000000008,78.44453617232973,78.05746382767042,78.622,78.932,79.44200000000002,80.26200000000001,78.112,77.80199999999998,76.98199999999999
64,64,78.446,78.454,77.58800000000002,78.063,29399,78.2196666666667,77.7377,77.332,79.132,40.61111111111135,61.490916295654564,78.31360000000008,78.46444122447143,78.16275877552873,78.03500000000003,78.48200000000001,78.90100000000001,79.76699999999998,77.61600000000003,77.16900000000003,76.30300000000005
65,65,78.072,78.60300000000002,77.922,78.33800000000002,31188,78.3176666666667,77.9135,77.491,79.132,51.61486898232818,52.49672265345552,78.39000000000007,78.50390291919012,78.27609708081002,78.28766666666667,78.65333333333334,78.96866666666669,79.64966666666669,77.97233333333331,77.60666666666665,76.92566666666664
66,66,78.298,78.33800000000002,77.402,77.44,32406,78.2316666666667,77.9562,77.402,79.132,2.1965317919073186,31.474170628448906,78.13820000000007,78.34700385532851,77.92939614467164,77.72666666666667,78.05133333333335,78.6626666666667,79.59866666666669,77.11533333333334,76.79066666666667,75.85466666666666
67,67,77.328,77.457,76.42,77.05199999999998,35858,77.9571666666667,77.9472,76.42,79.132,23.303834808259214,25.7050785274982,77.86300000000007,78.16035879001647,77.5656412099837,76.97633333333333,77.53266666666666,78.0133333333333,79.05033333333331,76.49566666666666,75.93933333333334,74.90233333333335
68,68,77.057,77.137,76.12,76.546,38169,77.64350000000003,77.86940000000001,76.12,79.132,14.14342629482078,13.214597631662395,77.48780000000008,77.8529103257922,77.12268967420798,76.601,77.082,77.618,78.63499999999998,76.065,75.584,74.56700000000002
69,69,76.572,77.422,76.393,76.494,35680,77.3221666666667,77.74380000000002,76.12,78.60300000000002,15.062424486508037,17.503228529862636,77.17400000000009,77.55292281535964,76.79507718464055,76.76966666666667,77.14633333333333,77.79866666666666,78.82766666666666,76.11733333333333,75.74066666666667,74.71166666666667
70,70,76.508,76.892,75.97399999999998,76.71600000000002,36714,77.0976666666667,77.61980000000001,75.97399999999998,78.60300000000002,28.223659186002788,19.14316998911049,76.8496000000001,77.0474021739012,76.65179782609898,76.52733333333333,77.08066666666667,77.44533333333334,78.36333333333334,76.16266666666667,75.60933333333331,74.6913333333333
71,71,76.74,76.83800000000002,76.318,76.622,28522,76.8116666666667,77.41210000000002,75.97399999999998,78.33800000000002,27.411167512690568,23.56575039506709,76.68600000000009,76.79651470490406,76.57548529509614,76.59266666666667,76.86733333333333,77.11266666666668,77.6326666666667,76.34733333333334,76.07266666666666,75.55266666666667
72,72,76.418,77.03,76.418,76.782,19270,76.70200000000004,77.24750000000002,75.97399999999998,77.457,54.48415374241434,36.70632681370253,76.63200000000009,76.69121148537249,76.57278851462769,76.74333333333334,77.06866666666667,77.35533333333333,77.96733333333333,76.45666666666669,76.13133333333334,75.51933333333334
73,73,76.828,77.002,76.67,76.846,21384,76.6676666666667,77.08990000000001,75.97399999999998,77.422,60.22099447513878,47.37210524341454,76.69200000000009,76.76114477565237,76.6228552243478,76.83933333333333,77.00866666666666,77.17133333333331,77.50333333333332,76.67666666666666,76.50733333333334,76.17533333333334
74,74,76.84,77.531,76.18,76.477,56267,76.65616666666669,76.93130000000002,75.97399999999998,77.531,32.3057161207456,49.00362144609954,76.6886000000001,76.76082326494988,76.61637673505031,76.72933333333334,77.2786666666667,78.08033333333334,79.43133333333334,75.9276666666667,75.37833333333334,74.02733333333335
75,75,76.486,77.292,76.314,77.01899999999998,25456,76.74366666666668,76.79940000000002,75.97399999999998,77.531,67.11624919717346,53.21431993101924,76.7492000000001,76.85333656898526,76.6450634310149,76.875,77.436,77.85300000000002,78.83100000000002,76.458,75.89699999999998,74.91899999999998
76,76,77.014,77.345,76.815,76.998,23130,76.7906666666667,76.75520000000002,76.18,77.531,60.54774241302728,53.3232359103154,76.82440000000008,76.93364662466195,76.71515337533823,77.05266666666667,77.29033333333334,77.58266666666667,78.11266666666667,76.76033333333334,76.52266666666667,75.99266666666666
77,77,76.971,76.99600000000002,76.452,76.618,22102,76.79,76.71180000000003,76.18,77.531,32.420429311620175,53.36147364060693,76.7916000000001,76.9105488335379,76.67265116646227,76.68866666666666,76.92533333333333,77.23266666666667,77.77666666666669,76.38133333333332,76.14466666666667,75.60066666666664
78,78,76.6,77.498,76.191,76.995,32799,76.82550000000002,76.7567,76.18,77.531,60.32568467801616,51.097952134221146,76.82140000000008,76.94896204372786,76.69383795627229,76.8946666666667,77.59833333333336,78.20166666666668,79.50866666666668,76.29133333333336,75.58766666666669,74.28066666666669
79,79,77.0,77.512,76.852,77.456,26447,76.9271666666667,76.8529,76.18,77.531,94.44855662472222,62.39822353811947,77.0172000000001,77.1656862788275,76.86871372117268,77.27333333333333,77.69466666666666,77.93333333333331,78.5933333333333,77.03466666666667,76.61333333333333,75.95333333333333
80,80,77.444,78.173,76.91,77.146,33221,77.03866666666669,76.8959,76.191,78.173,48.183652875882885,67.65263139287372,77.04260000000009,77.19387194055751,76.89132805944267,77.40966666666667,77.90933333333334,78.67266666666667,79.93566666666669,76.64633333333333,76.14666666666666,74.88366666666666
81,81,77.142,77.756,76.499,77.618,34198,77.13850000000002,76.9955,76.191,78.173,71.99798183652841,71.54339711237779,77.1666000000001,77.3631876394895,76.97001236051071,77.291,78.083,78.548,79.805,76.82600000000001,76.03399999999998,74.77699999999999
82,82,77.568,78.012,77.38,77.994,21119,77.30450000000003,77.11670000000002,76.191,78.173,90.96871846619564,70.38345105953559,77.4418000000001,77.63917350379431,77.24442649620586,77.79533333333333,78.21066666666667,78.42733333333334,79.05933333333334,77.57866666666666,77.16333333333333,76.53133333333331
83,83,78.051,78.712,77.914,78.41199999999998,33092,77.60350000000003,77.2733,76.191,78.712,88.09996033320067,83.68888687864153,77.7252000000001,77.97057990952817,77.479820090472,78.346,78.778,79.14399999999999,79.94200000000002,77.98,77.548,76.75
84,84,78.36399999999999,79.02,78.166,78.882,26089,77.91800000000002,77.5138,76.499,79.02,94.52598175327287,91.19822018422305,78.01040000000009,78.34789103691813,77.67290896308205,78.68933333333331,79.21266666666666,79.54333333333331,80.39733333333331,78.35866666666666,77.83533333333331,76.98133333333331
85,85,78.908,78.99600000000002,78.469,78.852,23734,78.1506666666667,77.6971,76.499,79.02,93.33597778659292,91.98730662435548,78.35160000000009,78.6256231742026,78.07757682579759,78.77233333333334,79.07566666666669,79.29933333333334,79.82633333333338,78.54866666666666,78.2453333333333,77.7183333333333
86,86,78.868,78.902,77.992,78.082,41833,78.30666666666669,77.8055,76.499,79.02,62.79254264180872,83.5515007272248,78.4444000000001,78.65249781353981,78.23630218646036,78.32533333333333,78.65866666666666,79.23533333333333,80.14533333333333,77.74866666666667,77.41533333333334,76.50533333333334
87,87,78.604,78.979,78.092,78.816,18309,78.50633333333334,78.02529999999999,77.38,79.02,87.56097560975651,81.22983201271936,78.6088000000001,78.78432863014348,78.4332713698567,78.62899999999999,79.16600000000003,79.516,80.403,78.27900000000002,77.742,76.855
88,88,78.824,78.919,77.75,78.032,29321,78.51266666666669,78.12899999999998,77.75,79.02,22.20472440944861,57.51941422033792,78.5328000000001,78.75046556916531,78.31513443083487,78.23366666666666,78.7173333333333,79.40266666666666,80.57166666666664,77.5483333333333,77.06466666666665,75.89566666666666
89,89,78.009,79.03399999999998,77.985,78.80199999999998,28961,78.57766666666667,78.2636,77.75,79.03399999999998,81.93146417445476,63.89905473121994,78.51680000000009,78.72705294290462,78.30654705709557,78.607,79.229,79.65599999999998,80.70499999999998,78.18,77.558,76.50900000000001
90,90,78.862,78.962,77.902,78.49,35309,78.51233333333333,78.398,77.75,79.03399999999998,57.632398753894044,53.922862445932466,78.4444000000001,78.6330549760808,78.25574502391937,78.45133333333331,79.00066666666666,79.51133333333333,80.57133333333333,77.94066666666664,77.39133333333331,76.3313333333333
91,91,78.485,79.732,78.385,79.345,33961,78.5945,78.57070000000002,77.75,79.732,80.47426841574165,73.34604378136349,78.6970000000001,78.93811252559763,78.45588747440256,79.15400000000002,79.92300000000002,80.501,81.848,78.57600000000002,77.80700000000002,76.46000000000002
92,92,79.548,79.548,78.82,79.24600000000002,23988,78.7885,78.69590000000002,77.75,79.732,75.47931382442026,71.19532699801863,78.7830000000001,79.05461829835279,78.51138170164738,79.20466666666667,79.58933333333334,79.93266666666669,80.66066666666669,78.86133333333333,78.47666666666666,77.74866666666667
93,93,79.25,80.018,79.14399999999998,79.618,22810,78.92216666666666,78.81649999999998,77.75,80.018,82.36331569664878,79.43896597893688,79.1002000000001,79.32527898613611,78.87512101386406,79.5933333333333,80.04266666666666,80.46733333333333,81.34133333333334,79.16866666666664,78.71933333333331,77.8453333333333
94,94,79.64,79.91,79.15,79.876,21780,79.22949999999999,78.9159,77.902,80.018,93.28922495274121,83.71061815793674,79.31500000000008,79.57634460009741,79.05365539990277,79.64533333333334,80.14066666666669,80.40533333333333,81.16533333333331,79.38066666666668,78.88533333333334,78.12533333333336
95,95,79.89399999999999,80.006,79.22800000000002,79.288,25423,79.31049999999998,78.95949999999998,77.902,80.018,65.50094517958392,80.3844952763246,79.47460000000008,79.60819434868304,79.34100565131713,79.50733333333334,79.78666666666666,80.28533333333333,81.0633333333333,79.00866666666667,78.72933333333334,77.95133333333334
96,96,79.281,79.513,78.725,78.994,20594,79.39449999999998,79.05069999999998,78.385,80.018,37.293325168401495,65.36116510024219,79.40440000000008,79.57671860027301,79.23208139972715,79.07733333333333,79.42966666666666,79.86533333333334,80.65333333333334,78.64166666666667,78.28933333333332,77.5013333333333
97,97,79.02600000000001,79.393,78.882,79.288,17072,79.38499999999998,79.0979,78.725,80.018,43.54215003866973,48.77880679555168,79.41280000000009,79.58294787686026,79.24265212313992,79.18766666666666,79.49333333333331,79.69866666666665,80.20966666666666,78.98233333333332,78.67666666666666,78.16566666666667
98,98,79.282,80.016,79.176,79.684,23314,79.45799999999997,79.26309999999998,78.725,80.018,74.16860015467894,51.668025120583344,79.42600000000007,79.60167299166363,79.25032700833651,79.62533333333333,80.07466666666666,80.46533333333333,81.30533333333334,79.23466666666666,78.78533333333333,77.94533333333331
