,dt,Open,High,Low,Close,Volume,fast_sma,slow_sma,Lstoch,Hstoch,%K,%D,rolling_mean,boll_high,boll_low,PP,R1,R2,R3,S1,S2,S3
0,2018-04-13T01:00:00.000000000Z,152.863,153.042,152.836,152.906,1585,,,,,,,,,,152.92800000000003,153.02000000000004,153.13400000000001,153.34,152.81400000000005,152.72200000000004,152.51600000000005
1,2018-04-13T02:00:00.000000000Z,152.904,152.925,152.707,152.858,1077,,,,,,,,,,152.83,152.95300000000003,153.04800000000003,153.26600000000005,152.735,152.612,152.39399999999998
2,2018-04-13T03:00:00.000000000Z,152.860,152.92,152.822,152.822,710,,,,,,,,,,152.85466666666665,152.8873333333333,152.95266666666663,153.05066666666661,152.7893333333333,152.75666666666666,152.65866666666668
3,2018-04-13T04:00:00.000000000Z,152.820,152.852,152.764,152.834,686,,,,,,,,,,152.81666666666666,152.86933333333332,152.90466666666666,152.99266666666665,152.78133333333332,152.72866666666667,152.64066666666668
4,2018-04-13T05:00:00.000000000Z,152.832,152.961,152.816,152.93200000000002,774,,,,,,,152.87040000000002,152.89396268236007,152.84683731763997,152.90300000000002,152.99000000000004,153.04800000000003,153.19300000000004,152.84500000000003,152.758,152.613
5,2018-04-13T06:00:00.000000000Z,152.934,153.41,152.92600000000002,153.368,3481,152.95333333333335,,152.707,153.41,94.02560455192014,,152.96280000000002,153.07805319952178,152.84754680047826,153.23466666666667,153.54333333333332,153.71866666666665,154.20266666666663,153.05933333333334,152.7506666666667,152.2666666666667
6,2018-04-13T07:00:00.000000000Z,153.366,153.67,153.28,153.635,3919,153.07483333333334,,152.707,153.67,96.36552440290791,,153.11820000000003,153.30065835141207,152.935741648588,153.52833333333334,153.77666666666667,153.91833333333332,154.3083333333333,153.38666666666668,153.13833333333335,152.74833333333336
7,2018-04-13T08:00:00.000000000Z,153.632,153.857,153.62,153.724,3288,153.21916666666667,,152.764,153.857,87.83165599267969,92.74092831583592,153.29860000000002,153.50003162611668,153.09716837388336,153.73366666666666,153.84733333333332,153.97066666666666,154.20766666666665,153.61033333333333,153.49666666666667,153.25966666666667
8,2018-04-13T09:00:00.000000000Z,153.720,153.754,153.576,153.679,1993,153.36200000000002,,152.764,153.857,83.71454711802387,89.30390917120383,153.4676,153.6325320314554,153.3026679685446,153.66966666666667,153.76333333333335,153.84766666666667,154.02566666666667,153.58533333333335,153.49166666666667,153.31366666666668
9,2018-04-13T10:00:00.000000000Z,153.676,153.85,153.622,153.734,2261,153.51200000000003,153.2492,152.816,153.857,88.1844380403467,86.57688038368343,153.628,153.70329193183875,153.55270806816122,153.73533333333333,153.84866666666665,153.9633333333333,154.1913333333333,153.62066666666666,153.50733333333335,153.27933333333337
10,2018-04-13T11:00:00.000000000Z,153.736,153.762,153.438,153.532,3024,153.612,153.3118,152.92600000000002,153.857,65.09129967776643,78.99676161204567,153.66080000000002,153.70183260898378,153.61976739101627,153.5773333333333,153.71666666666664,153.90133333333333,154.22533333333334,153.39266666666663,153.2533333333333,152.9293333333333
11,2018-04-13T12:00:00.000000000Z,153.534,153.692,153.44799999999998,153.562,1878,153.64433333333332,153.38219999999998,153.28,153.857,48.8734835355306,67.38307375121458,153.64620000000002,153.69294986631013,153.5994501336899,153.56733333333332,153.68666666666667,153.81133333333335,154.05533333333338,153.44266666666664,153.3233333333333,153.07933333333327
