,dt,Open,High,Low,Close,Volume,fast_sma,slow_sma,Lstoch,Hstoch,%K,%D,rolling_mean,boll_high,boll_low,PP,R1,R2,R3,S1,S2,S3
0,2018-05-04T16:00:00.000000000Z,147.740,147.762,147.674,147.702,637,,,,,,,,,,147.71266666666668,147.75133333333335,147.80066666666667,147.88866666666667,147.66333333333336,147.62466666666668,147.5366666666667
1,2018-05-04T16:15:00.000000000Z,147.699,147.764,147.648,147.703,702,,,,,,,,,,147.705,147.76200000000003,147.82100000000003,147.93700000000004,147.64600000000002,147.589,147.47299999999998
2,2018-05-04T16:30:00.000000000Z,147.706,147.722,147.67600000000002,147.67600000000002,425,,,,,,,,,,147.69133333333335,147.70666666666668,147.73733333333334,147.78333333333333,147.66066666666669,147.64533333333335,147.59933333333336
3,2018-05-04T16:45:00.000000000Z,147.678,147.68200000000002,147.58700000000002,147.608,839,,,,,,,,,,147.62566666666666,147.6643333333333,147.72066666666666,147.81566666666666,147.5693333333333,147.53066666666666,147.43566666666666
4,2018-05-04T17:00:00.000000000Z,147.606,147.667,147.596,147.63,468,,,,,,,147.6638,147.68530697561258,147.64229302438744,147.631,147.666,147.702,147.773,147.595,147.56,147.489
5,2018-05-04T17:15:00.000000000Z,147.628,147.73,147.624,147.71200000000002,339,147.67183333333332,,147.58700000000002,147.764,70.62146892655666,,147.66580000000002,147.68850022026328,147.64309977973676,147.68866666666668,147.75333333333336,147.79466666666667,147.90066666666667,147.64733333333336,147.58266666666668,147.4766666666667
6,2018-05-04T17:30:00.000000000Z,147.710,147.72,147.65200000000002,147.71200000000002,331,147.6735,,147.58700000000002,147.764,70.62146892655666,,147.66760000000002,147.69128966019176,147.6439103398083,147.69466666666668,147.73733333333334,147.76266666666666,147.83066666666664,147.66933333333336,147.6266666666667,147.5586666666667
7,2018-05-04T17:45:00.000000000Z,147.710,147.817,147.704,147.764,388,147.68366666666665,,147.58700000000002,147.817,76.95652173913061,72.73315319741464,147.6852,147.7174614320823,147.65293856791772,147.76166666666668,147.81933333333336,147.87466666666668,147.98766666666668,147.70633333333336,147.64866666666668,147.53566666666669
8,2018-05-04T18:00:00.000000000Z,147.762,147.816,147.72799999999998,147.79399999999998,325,147.70333333333335,,147.58700000000002,147.817,89.99999999998887,79.1926635552254,147.72240000000002,147.75363619695165,147.6911638030484,147.7793333333333,147.83066666666664,147.86733333333333,147.95533333333336,147.74266666666662,147.6913333333333,147.60333333333327
9,2018-05-04T18:15:00.000000000Z,147.797,147.81,147.774,147.8,325,147.73533333333333,147.7101,147.596,147.817,92.30769230769428,86.42140468227126,147.7564,147.77778223561745,147.73501776438258,147.79466666666667,147.81533333333334,147.83066666666667,147.86666666666667,147.77933333333334,147.75866666666667,147.72266666666667
