,dt,Open,High,Low,Close,Volume,fast_sma,slow_sma,Lstoch,Hstoch,%K,%D,rolling_mean,boll_high,boll_low,PP,R1,R2,R3,S1,S2,S3
0,2018-05-04T16:00:00.000000000Z,1.28483,1.28562,1.28462,1.28464,1600,,,,,,,,,,1.28496,1.2853,1.28596,1.2869599999999999,1.2843000000000002,1.2839600000000002,1.2829600000000003
1,2018-05-04T16:15:00.000000000Z,1.28465,1.28498,1.2840200000000002,1.2849,1430,,,,,,,,,,1.2846333333333333,1.2852466666666664,1.2855933333333331,1.286553333333333,1.2842866666666666,1.2836733333333334,1.2827133333333336
2,2018-05-04T16:30:00.000000000Z,1.28489,1.28532,1.2843799999999999,1.28464,1043,,,,,,,,,,1.28478,1.2851800000000002,1.2857200000000002,1.2866600000000004,1.28424,1.2838399999999999,1.2828999999999997
3,2018-05-04T16:45:00.000000000Z,1.28463,1.28482,1.28416,1.28454,1123,,,,,,,,,,1.2845066666666665,1.284853333333333,1.2851666666666666,1.2858266666666667,1.2841933333333329,1.2838466666666664,1.2831866666666663
4,2018-05-04T17:00:00.000000000Z,1.28454,1.28531,1.28447,1.28531,869,,,,,,,1.2848060000000001,1.2849618685343487,1.2846501314656515,1.28503,1.2855899999999998,1.2858699999999998,1.2867099999999998,1.2847499999999998,1.28419,1.28335
5,2018-05-04T17:15:00.000000000Z,1.28531,1.28534,1.2841200000000002,1.28444,775,1.284745,,1.2840200000000002,1.28562,26.24999999999445,,1.284766,1.2849404849563717,1.2845915150436285,1.2846333333333335,1.2851466666666669,1.2858533333333333,1.287073333333333,1.283926666666667,1.2834133333333337,1.282193333333334
6,2018-05-04T17:30:00.000000000Z,1.28444,1.28516,1.28436,1.28482,662,1.284775,,1.2840200000000002,1.28534,60.60606060606468,,1.28475,1.284921537167984,1.284578462832016,1.2847799999999998,1.2851999999999997,1.28558,1.28638,1.2843999999999995,1.2839799999999997,1.2831799999999995
7,2018-05-04T17:45:00.000000000Z,1.28488,1.2849,1.284,1.2842200000000001,556,1.2846616666666666,,1.284,1.28534,16.41791044777059,34.42465701794324,1.284666,1.2848758094373474,1.2844561905626528,1.2843733333333336,1.2847466666666671,1.2852733333333335,1.2861733333333334,1.2838466666666672,1.2834733333333337,1.2825733333333338
8,2018-05-04T18:00:00.000000000Z,1.28422,1.28454,1.28396,1.28424,590,1.2845950000000002,,1.28396,1.28534,20.2898550724689,32.43794204210139,1.2846060000000001,1.2848367487811452,1.284375251218855,1.2842466666666668,1.2845333333333335,1.2848266666666668,1.2854066666666668,1.2839533333333335,1.2836666666666667,1.2830866666666667
9,2018-05-04T18:15:00.000000000Z,1.28424,1.28454,1.28414,1.28447,564,1.2845833333333336,1.2846220000000002,1.28396,1.28534,36.95652173913289,24.55476241979079,1.2844380000000002,1.284558851148112,1.2843171488518883,1.2843833333333334,1.2846266666666668,1.2847833333333334,1.2851833333333333,1.2842266666666668,1.2839833333333335,1.2835833333333335
10,2018-05-04T18:30:00.000000000Z,1.28448,1.28528,1.28439,1.2852299999999999,641,1.2845700000000002,1.2846810000000002,1.28396,1.28534,92.02898550724207,49.75845410628128,1.284596,1.2848104935896478,1.2843815064103523,1.2849666666666666,1.2855433333333333,1.2858566666666666,1.2867466666666667,1.2846533333333332,1.2840766666666665,1.2831866666666665
11,2018-05-04T18:45:00.000000000Z,1.28524,1.28598,1.2852,1.2857,747,1.2847800000000003,1.284761,1.28396,1.28598,86.13861386139365,71.7080403692562,1.2847720000000002,1.2851027075747548,1.2844412924252457,1.2856266666666667,1.2860533333333335,1.2864066666666667,1.2871866666666667,1.2852733333333335,1.2848466666666667,1.2840666666666667
12,2018-05-04T19:00:00.000000000Z,1.28572,1.28597,1.28546,1.28588,636,1.284956666666667,1.2848850000000003,1.28396,1.28598,95.04950495049538,91.07236810637703,1.285104,1.285468153127132,1.2847398468728681,1.28577,1.2860800000000001,1.28628,1.28679,1.28557,1.28526,1.28475
