,dt,Open,High,Low,Close,Volume,fast_sma,slow_sma,Lstoch,Hstoch,%K,%D,rolling_mean,boll_high,boll_low,PP,R1,R2,R3,S1,S2,S3
0,2018-04-13T01:00:00.000000000Z,1.23282,1.2331299999999998,1.2321799999999998,1.23232,1221,,,,,,,,,,1.2325433333333333,1.2329066666666668,1.2334933333333333,1.2344433333333333,1.2319566666666668,1.2315933333333333,1.2306433333333333
1,2018-04-13T02:00:00.000000000Z,1.23228,1.23307,1.23215,1.2329299999999999,774,,,,,,,,,,1.2327166666666667,1.2332833333333333,1.2336366666666667,1.2345566666666667,1.2323633333333333,1.2317966666666667,1.2308766666666666
2,2018-04-13T03:00:00.000000000Z,1.23292,1.23336,1.23274,1.23299,584,,,,,,,,,,1.23303,1.2333200000000002,1.2336500000000001,1.2342700000000002,1.2327000000000001,1.23241,1.23179
3,2018-04-13T04:00:00.000000000Z,1.23304,1.23306,1.23276,1.23292,148,,,,,,,,,,1.2329133333333333,1.2330666666666665,1.2332133333333333,1.2335133333333332,1.2327666666666666,1.2326133333333333,1.2323133333333334
4,2018-04-13T05:00:00.000000000Z,1.23292,1.2331,1.23256,1.23278,548,,,,,,,1.232788,1.2329243543178634,1.2326516456821366,1.2328133333333333,1.2330666666666665,1.2333533333333333,1.2338933333333333,1.2325266666666665,1.2322733333333333,1.2317333333333333
5,2018-04-13T06:00:00.000000000Z,1.23279,1.2331,1.23174,1.2323600000000001,3448,1.2327166666666667,,1.23174,1.23336,38.27160493827668,,1.232796,1.2329237986697896,1.2326682013302104,1.2324000000000002,1.2330600000000003,1.2337600000000002,1.2351200000000002,1.2317000000000002,1.2310400000000001,1.22968
6,2018-04-13T07:00:00.000000000Z,1.23234,1.23438,1.23206,1.23412,3276,1.2330166666666669,,1.23174,1.23438,90.15151515151783,,1.2330340000000002,1.2333612155253042,1.2327067844746962,1.2335200000000002,1.2349800000000004,1.2358400000000003,1.2381600000000004,1.2326600000000003,1.2312,1.22888
7,2018-04-13T08:00:00.000000000Z,1.23412,1.23462,1.2329,1.23348,2566,1.2331083333333337,,1.23174,1.23462,60.41666666666169,62.9465955854854,1.2331320000000001,1.2334731451304066,1.2327908548695936,1.233666666666667,1.2344333333333337,1.2353866666666669,1.2371066666666668,1.2327133333333338,1.231946666666667,1.230226666666667
8,2018-04-13T09:00:00.000000000Z,1.23344,1.23396,1.2329700000000001,1.23345,2094,1.2331850000000002,,1.23174,1.23462,59.3749999999959,69.98106060605848,1.233238,1.2335791451304066,1.2328968548695936,1.23346,1.2339499999999999,1.2344499999999998,1.2354399999999996,1.23296,1.2324700000000002,1.2314800000000004
9,2018-04-13T10:00:00.000000000Z,1.23345,1.23389,1.23223,1.2322600000000001,1882,1.2330750000000001,1.232961,1.23174,1.23462,18.055555555558232,45.949074074071945,1.2331340000000002,1.2335335872870852,1.2327344127129152,1.2327933333333334,1.2333566666666669,1.2344533333333334,1.2361133333333334,1.2316966666666669,1.2311333333333334,1.2294733333333334
10,2018-04-13T11:00:00.000000000Z,1.23222,1.23232,1.2307,1.23122,2755,1.2328150000000002,1.2328510000000001,1.2307,1.23462,13.265306122450424,30.23195389266819,1.2329060000000003,1.233484744330426,1.2323272556695746,1.2314133333333335,1.232126666666667,1.2330333333333336,1.2346533333333338,1.2305066666666669,1.2297933333333333,1.2281733333333331
11,2018-04-13T12:00:00.000000000Z,1.23123,1.23248,1.23092,1.2316,1536,1.2326883333333336,1.2327180000000002,1.2307,1.23462,22.95918367347167,18.093348450493448,1.2324020000000002,1.2329216681633506,1.2318823318366499,1.2316666666666667,1.2324133333333334,1.2332266666666667,1.2347866666666667,1.2308533333333334,1.2301066666666667,1.2285466666666667
12,2018-04-13T13:00:00.000000000Z,1.23163,1.23314,1.23161,1.23244,2239,1.2324083333333335,1.232663,1.2307,1.23462,44.387755102041076,26.870748299321065,1.2321940000000002,1.232622946383596,1.2317650536164044,1.2323966666666666,1.233183333333333,1.2339266666666664,1.2354566666666662,1.2316533333333333,1.2308666666666668,1.229336666666667
13,2018-04-13T14:00:00.000000000Z,1.23246,1.23336,1.23206,1.2328,2830,1.2322950000000004,1.2326510000000002,1.2307,1.23396,64.41717791410935,43.92137222987404,1.232064,1.2323850451681615,1.2317429548318386,1.23274,1.23342,1.23404,1.23534,1.2321199999999999,1.2314399999999999,1.2301399999999998
