,dt,Open,High,Low,Close,Volume,fast_sma,slow_sma,Lstoch,Hstoch,%K,%D,rolling_mean,boll_high,boll_low,PP,R1,R2,R3,S1,S2,S3
0,2016-06-08T21:00:00.000000000Z,106.984,107.178,106.256,107.11399999999999,38984,,,,,,,,,,106.84933333333333,107.44266666666667,107.77133333333333,108.69333333333333,106.52066666666667,105.92733333333334,105.00533333333334
1,2016-06-09T21:00:00.000000000Z,107.076,107.262,106.557,106.95700000000001,36482,,,,,,,,,,106.92533333333334,107.29366666666668,107.63033333333334,108.33533333333334,106.58866666666668,106.22033333333334,105.51533333333334
2,2016-06-12T21:00:00.000000000Z,106.855,106.87200000000001,105.736,106.255,53274,,,,,,,,,,106.28766666666667,106.83933333333333,107.42366666666668,108.55966666666669,105.70333333333332,105.15166666666666,104.01566666666665
3,2016-06-13T21:00:00.000000000Z,106.212,106.42399999999999,105.62899999999999,106.113,51053,,,,,,,,,,106.05533333333334,106.48166666666668,106.85033333333334,107.64533333333334,105.68666666666668,105.26033333333334,104.46533333333333
4,2016-06-14T21:00:00.000000000Z,106.112,106.396,105.435,106.00399999999999,46426,,,,,,,106.48859999999999,106.74367415588412,106.23352584411586,105.94500000000001,106.45500000000001,106.906,107.867,105.49400000000001,104.98400000000001,104.02300000000001
5,2016-06-15T21:00:00.000000000Z,106.006,106.03200000000001,103.54899999999999,104.255,83772,106.11633333333333,,103.54899999999999,107.262,19.014274171828752,,105.9168,106.41705448523726,105.41654551476273,104.61200000000001,105.67500000000003,107.09500000000003,109.57800000000005,103.19200000000001,102.12899999999999,99.64599999999997
6,2016-06-16T21:00:00.000000000Z,104.239,104.83,104.08200000000001,104.131,48859,105.61916666666666,,103.54899999999999,107.262,15.674656611904297,,105.35159999999999,105.88274753129427,104.82045246870571,104.34766666666667,104.61333333333333,105.09566666666666,105.84366666666665,103.86533333333334,103.59966666666668,102.85166666666669
7,2016-06-19T21:00:00.000000000Z,104.706,104.848,103.78299999999999,103.93799999999999,41507,105.11599999999999,,103.54899999999999,106.87200000000001,11.706289497441867,15.465073427058305,104.88819999999998,105.42568946501302,104.35071053498694,104.18966666666665,104.59633333333332,105.25466666666667,106.31966666666668,103.53133333333331,103.12466666666664,102.05966666666663
8,2016-06-20T21:00:00.000000000Z,103.919,105.059,103.583,104.762,40750,104.86716666666665,,103.54899999999999,106.42399999999999,42.19130434782637,23.190750152390837,104.61799999999998,105.034313433605,104.20168656639495,104.468,105.35300000000001,105.944,107.42,103.87700000000001,102.992,101.516
9,2016-06-21T21:00:00.000000000Z,104.743,104.854,104.314,104.41799999999999,31655,104.58466666666664,105.39470000000001,103.54899999999999,106.396,30.523357920618093,28.14031725529544,104.30079999999998,104.45672361912168,104.14487638087829,104.52866666666667,104.74333333333334,105.06866666666667,105.60866666666668,104.20333333333333,103.98866666666666,103.44866666666665
